iter	MultiClass
685	0.03342961002
686	0.0333561917
687	0.03325473232
688	0.03320794169
689	0.03315866391
690	0.0330925794
691	0.03301622188
692	0.032949168
693	0.03287170347
694	0.03276734187
695	0.03269494579
696	0.0326477047
697	0.03258493896
698	0.03252742312
699	0.03244832377
700	0.0323629779
701	0.03229895783
702	0.03226906134
703	0.03218083906
704	0.03215225629
705	0.03210541466
706	0.0320462381
707	0.032035423
708	0.03197345334
709	0.03194896814
710	0.03190049731
711	0.03182649076
712	0.03175531848
713	0.0316846056
714	0.03164265271
715	0.03161895578
716	0.03155467278
717	0.03150478242
718	0.03143085027
719	0.03141174915
720	0.03135548587
721	0.03127644381
722	0.03123268714
723	0.03115949694
724	0.03111335422
725	0.03109726427
726	0.03100818338
727	0.03092592292
728	0.03084802745
729	0.03079716859
730	0.03076840786
731	0.03068022686
732	0.0306339995
733	0.0305850006
734	0.03052016541
735	0.03047706807
736	0.03040520041
737	0.03033617248
738	0.03024892721
739	0.03020053388
740	0.03010926981
741	0.03006480417
742	0.03003473606
743	0.03001278133
744	0.02997073066
745	0.02992858767
746	0.02986050778
747	0.02984890527
748	0.02980237909
749	0.02973392059
750	0.02966439337
751	0.02962495346
752	0.0295588654
753	0.02954219555
754	0.02949343285
755	0.02945688987
756	0.02943470218
757	0.02937473736
758	0.02928476901
759	0.02923603689
760	0.02918419256
761	0.02912174888
762	0.02908653491
763	0.02903150832
764	0.02896861033
765	0.0289458755
766	0.02891551068
767	0.02885729425
768	0.02883047892
769	0.02881666093
770	0.02878371186
771	0.02870222449
772	0.02864947046
773	0.02858978616
774	0.02854813423
775	0.02849187757
776	0.02848003376
777	0.02846433556
778	0.02844553258
779	0.02838170644
780	0.02833381687
781	0.0282659444
782	0.02822263939
783	0.02816178018
784	0.02812212028
785	0.02805937426
786	0.02800012161
787	0.02794977953
788	0.02789697246
789	0.02788053124
790	0.02781886397
791	0.02780031276
792	0.02777533279
793	0.02773764335
794	0.02768541966
795	0.02767119499
796	0.02761648422
797	0.02757665312
798	0.02751489333
799	0.02744463568
800	0.02738662535
801	0.02736796378
802	0.0273142817
803	0.02727376483
804	0.02724580603
805	0.02717299976
806	0.02712174021
807	0.02704139075
808	0.0270020549
809	0.02694157081
810	0.02688699439
811	0.0268259887
812	0.02678999892
813	0.02674808331
814	0.02670883611
815	0.02664466265
816	0.02658602029
817	0.02653707993
818	0.02648893419
819	0.02644833201
820	0.02642913797
821	0.02637641323
822	0.02633872991
823	0.02630775113
824	0.02625804911
825	0.02624160015
826	0.02621929743
827	0.02617358041
828	0.02612401185
829	0.02605870603
830	0.025989172
831	0.02594107577
832	0.02590335974
833	0.02586408558
834	0.02582035555
835	0.02580104557
836	0.02576103179
837	0.02571816399
838	0.02567381448
839	0.025612048
840	0.02554641513
841	0.02550480167
842	0.02547308667
843	0.02542674503
844	0.02537578416
845	0.02533652553
846	0.02529274682
847	0.02523840903
848	0.02519238787
849	0.02513245019
850	0.0251102692
851	0.02509757663
852	0.02505659233
853	0.02501204751
854	0.02494979106
855	0.02490795448
856	0.0248814284
857	0.0248208534
858	0.02481592626
859	0.02477057594
860	0.0247539689
861	0.02471929945
862	0.02465691636
863	0.02463736402
864	0.02459938925
865	0.02456870351
866	0.024547166
867	0.02450981338
868	0.02445203997
869	0.02441837468
870	0.02437943537
871	0.02435220608
872	0.02434302998
873	0.0243106091
874	0.02426937366
875	0.02423560117
876	0.02418797036
877	0.02416113563
878	0.02412637591
879	0.02408925458
880	0.02406202835
881	0.02402362542
882	0.02398913355
883	0.02395801986
884	0.0239180878
885	0.02390753818
886	0.02387007293
887	0.02382770679
888	0.02379752721
889	0.02376533442
890	0.02373801674
891	0.0237320865
892	0.02366760958
893	0.02363717276
894	0.02360096961
895	0.02359525052
896	0.02356005201
897	0.02352042079
898	0.02347537128
899	0.02345770862
900	0.02342089893
901	0.0234113719
902	0.02340212953
903	0.02336743176
904	0.02332576109
905	0.02329003488
906	0.0232592501
907	0.02322142049
908	0.02316450516
909	0.02313091052
910	0.02310082116
911	0.02305431595
912	0.02301937449
913	0.02299534265
914	0.02296579633
915	0.022912834
916	0.02288248268
917	0.02284757836
918	0.02283173962
919	0.02279749074
920	0.02278657311
921	0.02275036449
922	0.02273334459
923	0.02270147778
924	0.02268214977
925	0.02266936604
926	0.02264483951
927	0.02262647448
928	0.02259316353
929	0.022554543
930	0.02250579999
931	0.02249051239
932	0.02247956694
933	0.02243257014
934	0.02241559221
935	0.02239075826
936	0.02237161852
937	0.0223539415
938	0.02231418111
939	0.02229128252
940	0.02226384793
941	0.0222373352
942	0.02223025559
943	0.02220013459
944	0.02217179555
945	0.02215199136
946	0.02213091046
947	0.02208718088
948	0.02207306162
949	0.02205670172
950	0.0220268488
951	0.02198014186
952	0.02196028347
953	0.02192669405
954	0.02189492054
955	0.02185824177
956	0.02182814288
957	0.02179508813
958	0.02176917131
959	0.02174089414
960	0.02168739242
961	0.02164228652
962	0.02161380228
963	0.02159902706
964	0.02157903287
965	0.02153129174
966	0.02150286244
967	0.0214751502
968	0.02144885737
969	0.02143855047
970	0.0214082393
971	0.02139703324
972	0.02136352205
973	0.02135389802
974	0.02131495644
975	0.02127877634
976	0.02127126133
977	0.02123374611
978	0.02120596204
979	0.02117480928
980	0.02114079273
981	0.02109804556
982	0.02106606287
983	0.0210239388
984	0.02099626697
985	0.02095090857
986	0.02091781392
987	0.02091140331
988	0.02087284802
989	0.02084868511
990	0.02083948288
991	0.02081400979
992	0.02078038984
993	0.02076962135
994	0.02076001976
995	0.02072895888
996	0.02070116634
997	0.02066762637
998	0.02064425952
999	0.02061237269
